,R2,Slope,Intercept
2001,0.04998602635429927,0.8403216200119118,3.3858007111014854
2002,0.3375406875376352,1.7798056898724564,1.5752768517111617
2003,0.29535725950421465,2.1268146709518567,3.8025365778342985
2004,0.5636717907283392,4.9525282507521435,1.3076819461360358
2005,0.09677400381831047,2.8792746659184174,-1.274978078636316
2006,0.053283884372860135,0.5799288160890946,4.108152662699247
2007,0.31223056227529633,2.627605629808707,1.06777978451324
2008,0.0021079409339201938,0.23369600574072513,6.7818396342653475
2009,0.043475271049548625,-1.0660402945866316,15.278053536548825
2010,0.02815163805187204,-0.7677445002541202,17.173477628323305
2011,0.00031194649519816764,0.10594060532935701,10.895736969710766
2012,0.0041976447626846936,0.35616775381187715,6.795902068260978
2013,0.0031748215145500636,0.23951900912271787,8.220341165455913
2014,1.712823025012966e-05,0.009899530671446454,9.992862786255042
2015,0.0044770432079875855,0.18019071912131923,8.037701204706813
2016,0.041953144333104264,0.7186492020811982,7.8220845602426765
2017,0.015178043754695447,0.6028793017990565,8.326869368761443
2018,0.024341698654770316,1.0755780698597228,5.50227121008245
2019,0.04186760950981627,1.1496500239753205,4.065474265782336
2020,0.031210482178025023,0.8886198414996523,4.98993830653338
2021,0.004928168978436953,0.3445503266994001,5.211627802474117
