,R2,Slope,Intercept
2001,0.05920444081002896,0.860339242413884,4.430470287560383
2002,0.06631321505607446,1.3192709203422184,3.7119755030372383
2003,0.21707208289550373,2.0784464335315485,1.587883984195642
2004,0.509770190584818,4.081647257823174,-0.5370828182941914
2005,0.18355480144800174,5.660667111794934,-2.140090573925164
2006,0.06481178061957427,1.1569236938896048,4.582317339185996
2007,0.05618183186131376,1.3677949298966154,6.538887202900798
2008,0.004895055959070582,0.5471798294851176,8.299344640310693
2009,0.045999209392687646,1.0933766513371286,5.145236313710819
2010,1.7887838779095944e-06,0.0037476577139286906,10.376180427773184
2011,4.9822948616551344e-05,-0.032588041550545045,8.97484481884976
2012,0.1119969194075705,3.352620760534431,2.7389105858170595
2013,0.09761795150478714,2.495803054860835,2.7347863422174044
2014,0.019167481956130827,0.2549424221894418,7.063521753749523
2015,0.00917381934347039,0.3478751097678421,5.662120654276769
2016,0.2870431523012239,1.3609519190704857,4.292339656236266
2017,0.12239798228154164,1.6578381127498925,5.308329095105824
2018,0.27563082348719536,2.677941832550826,3.273367891058192
2019,0.11774131238195673,1.7502736511017691,5.040797194730004
2020,0.00251165831056277,0.3192174981678984,4.73812752470568
2021,0.00703690560936876,0.47494151887716257,6.047425243898016
