,R2,Slope,Intercept
2001,0.004411650999095684,0.16680389834262657,5.040716927166095
2002,4.750210658155396e-07,0.0007837065911646457,6.43228133330564
2003,0.07185196062489885,-0.7904437998978846,7.521967749388575
2004,0.0025258619439273433,-0.2699205281055289,5.082605941866417
2005,0.1186433230051065,1.2605805067695635,1.874431175534653
2006,0.01875443353208861,-0.31127872302111687,7.994212400910953
2007,0.10499634414540326,1.1709305366202765,3.722713437085768
2008,0.2519444435137531,2.022204539692111,-0.5456361827223244
2009,0.00189596789048041,0.13866872927377633,10.533716962349372
2010,0.019698418274563867,0.5090180802042238,8.779264782260022
2011,0.07205997752238535,1.4591199147837992,5.067356534397713
2012,0.10989672387064153,1.1674270154533035,4.453530167315767
2013,0.12410455995905556,1.0956790567047252,4.41298009301511
2014,0.000657296994879597,0.04364606029826158,9.362337320000858
2015,0.0008183179858671785,0.06234110386654691,8.748218584534543
2016,0.09638517627683241,0.6768118468529238,6.4705956315244215
2017,0.054372973937428015,0.49328626884582283,7.473709234311019
2018,0.10656429519104249,0.9317099668862654,5.530028376874537
2019,0.18399271663886774,0.9524614328564895,4.551065838509051
2020,0.1100794709094931,0.6076716739589941,5.403764259505376
2021,0.038365118068996784,0.7042886649729349,6.512928217767611
