,R2,Slope,Intercept
2001,0.011796652570949862,-0.32743692978110744,5.26861561397198
2002,0.0016423546595938365,-0.12637251914571346,4.361127175791923
2003,0.014658014234103178,0.4357909204034002,3.0510612260901686
2004,0.17417981641474156,1.6381223493870916,1.7283593795387207
2005,0.17967926891443542,3.023723884982472,-3.312095483191149
2006,0.21636606570090955,1.052608599759642,1.1838556834361853
2007,0.4429576698970268,1.5243836290451658,2.241195039392018
2008,0.06821237324919494,1.4650916686990367,2.9609346071871645
2009,0.14740563069505286,1.1915658136205802,3.9363791856505905
2010,0.08155726581102218,0.9881268810395664,6.001681438629076
2011,0.011386018064845516,0.5392639846876285,8.62204599661819
2012,0.02768780363239909,0.8152241761202949,6.841573551494149
2013,0.00044991719937681474,-0.10278672340053488,9.850378873434414
2014,0.001685758872926435,0.08050392323491777,7.193278509371287
2015,0.07462381788793437,0.5892241507314926,4.64683211080424
2016,0.004211283940957933,0.13698759527924592,6.027332197909638
2017,0.035304704813759136,0.5131577853520659,6.05333929115748
2018,0.029196753728600977,1.1011734663306225,2.8859369717718595
2019,0.10736605389021814,1.1046141614340417,4.650066149729037
2020,0.06450503865153256,1.2433313845681417,1.5246710720570702
2021,0.0147526154456874,-1.0247062877974749,6.840956113926494
