,R2,Slope,Intercept
2001,0.12320995017806713,0.605675363862265,4.447224440894568
2002,0.14229180416676357,1.1705446393510253,2.0646419357885284
2003,0.11355295742165705,1.62864328778852,2.350445934857836
2004,0.3463888469634141,3.254179254783486,-0.48711379657603615
2005,0.13842818040957638,2.553939939039625,-2.4966171988207684
2006,0.3917999369878412,1.773725781987809,-3.714401167615832
2007,0.33983747214923554,1.5145229982964226,2.5869804088586044
2008,0.25440622158808335,3.248011122655385,-8.848075703656866
2009,0.017989161307710777,0.5634513783543442,10.35474446827431
2010,0.013743094098781827,0.4124715012211286,8.960212264547865
2011,0.06705644883321049,1.0673988238529184,7.110481168621286
2012,0.3308870388196514,2.2965900776477652,1.1963901445757177
2013,0.08171502243239492,1.0875219690348479,2.8337122575313547
2014,0.02922741602620904,0.11649528486348218,7.736228630401062
2015,0.005202884488894388,0.132413527432451,6.903014629363914
2016,0.011853699123753447,0.3045261194198249,6.392955810135557
2017,0.0684403039239253,0.6506674219005226,5.148373700828817
2018,0.0811929936168202,0.9358145429046727,3.0864747269928436
2019,0.05516456300041994,0.5878287734886305,4.219101135675795
2020,0.05557168281615821,0.7721831467817466,3.4560218712267847
2021,0.05154968575652574,1.2110983392991268,1.1883535805931449
