,R2,Slope,Intercept
2001,0.9635322799005683,-8.003597122302157,57.318345323741006
2002,0.0029106335448700893,0.14247551202137115,12.541317898486199
2003,0.21033886558319614,-2.494791666666667,19.802083333333336
2004,0.014563146066093435,1.0495283018867907,10.00707547169812
2005,0.009525049975366406,-1.5890410958904104,17.50684931506849
2006,0.3804981168498145,2.5415802571547084,2.11664247200331
2007,0.6904802262196215,3.1794311678098657,1.8654419153305053
2008,0.07504815666765874,4.447437582128778,7.011498028909331
2009,0.1696688583966358,3.651872836008814,8.803179099779662
2010,0.029704832940680048,1.5611620795107026,14.495259938837922
2011,0.2794656680367291,9.594911937377688,6.452641878669276
2012,0.5116056407492241,9.711924439197167,7.943683589138134
2013,0.3487513986797971,11.131661442006262,8.951410658307216
2014,0.00022483850300014652,-0.10515247108307076,17.018927444794954
2015,0.12921078290006727,2.694444444444446,11.954166666666666
2016,0.32890370081661957,-1.1730999282239412,14.310419491187496
2017,0.10933697716383739,2.9211568938193335,9.010618066561014
2018,0.01051285339277519,0.5520474937596982,10.727349389462322
2019,0.09394247681518608,2.463302752293578,8.884913353720693
2020,0.15299240796555902,1.700297514875744,8.377642632131606
2021,0.29738071443560443,3.6492780624126704,7.172779293366157
